"No","Kode.Kemdagri","Kode.BPS","Provinsi","Kabupaten.Kota","RLS","Rasio.Murid.Guru","X.Kemiskinan","PPKD","Kategori_RLS"
1,1101,1103,"Aceh","Kab. Aceh Selatan",8.91,8,12.1,8712,"Tinggi"
2,1102,1104,"Aceh","Kab. Aceh Tenggara",10.09,11,12.45,8566,"Tinggi"
3,1103,1105,"Aceh","Kab. Aceh Timur",8.47,10,13.39,9436,"Rendah"
4,1104,1106,"Aceh","Kab. Aceh Tengah",9.89,9,14.38,11323,"Tinggi"
5,1105,1107,"Aceh","Kab. Aceh Barat",9.98,10,17.86,10085,"Tinggi"
6,1106,1108,"Aceh","Kab. Aceh Besar",10.36,9,13.38,10309,"Tinggi"
7,1107,1109,"Aceh","Kab. Pidie",9.03,9,18.78,10584,"Tinggi"
8,1108,1111,"Aceh","Kab. Aceh Utara",8.85,9,16.64,8970,"Tinggi"
9,1109,1101,"Aceh","Kab. Simeulue",9.81,8,17.92,7686,"Tinggi"
10,1110,1102,"Aceh","Kab. Aceh Singkil",8.7,12,19.15,9374,"Tinggi"
11,1111,1110,"Aceh","Kab. Bireuen",9.32,9,12.12,9758,"Tinggi"
12,1112,1112,"Aceh","Kab. Aceh Barat Daya",8.77,11,15.43,9043,"Tinggi"
13,1113,1113,"Aceh","Kab. Gayo Lues",8.42,10,18.82,9407,"Rendah"
14,1114,1116,"Aceh","Kab. Aceh Jaya",8.74,10,12.42,10461,"Tinggi"
15,1115,1115,"Aceh","Kab. Nagan Raya",8.96,10,17.25,9062,"Tinggi"
16,1116,1114,"Aceh","Kab. Aceh Tamiang",9.24,12,12.51,9050,"Tinggi"
17,1117,1117,"Aceh","Kab. Bener Meriah",10.12,8,18.31,11855,"Tinggi"
18,1118,1118,"Aceh","Kab. Pidie Jaya",9.58,8,18.4,11005,"Tinggi"
19,1171,1171,"Aceh","Kota Banda Aceh",13.04,12,7.04,17521,"Tinggi"
20,1172,1172,"Aceh","Kota Sabang",11.2,11,14.59,12137,"Tinggi"
21,1173,1174,"Aceh","Kota Lhokseumawe",11.27,10,10.73,12125,"Tinggi"
22,1174,1173,"Aceh","Kota Langsa",11.27,13,10.53,12678,"Tinggi"
23,1175,1175,"Aceh","Kota Subulussalam",8.32,13,16.41,8065,"Rendah"
24,1201,1204,"Sumatera Utara","Kab. Tapanuli Tengah",8.87,16,11.5,10690,"Tinggi"
25,1202,1205,"Sumatera Utara","Kab. Tapanuli Utara",10.09,19,8.54,12115,"Tinggi"
26,1203,1203,"Sumatera Utara","Kab. Tapanuli Selatan",9.51,14,7.01,11829,"Tinggi"
27,1204,1201,"Sumatera Utara","Kab. Nias",6.14,18,15.1,7301,"Rendah"
28,1205,1213,"Sumatera Utara","Kab. Langkat",8.73,17,9.23,11632,"Tinggi"
29,1206,1211,"Sumatera Utara","Kab. Karo",10.03,18,7.98,12779,"Tinggi"
30,1207,1212,"Sumatera Utara","Kab. Deli Serdang",10.28,17,3.44,12890,"Tinggi"
31,1208,1209,"Sumatera Utara","Kab. Simalungun",9.72,18,7.87,11746,"Tinggi"
32,1209,1208,"Sumatera Utara","Kab. Asahan",8.83,19,8.21,11795,"Tinggi"
33,1210,1207,"Sumatera Utara","Kab. Labuhanbatu",9.49,16,7.99,11670,"Tinggi"
34,1211,1210,"Sumatera Utara","Kab. Dairi",9.88,19,7.47,10969,"Tinggi"
35,1212,1206,"Sumatera Utara","Kab. Toba",10.59,18,8.04,12676,"Tinggi"
36,1213,1202,"Sumatera Utara","Kab. Mandailing Natal",8.84,12,8.86,10251,"Tinggi"
37,1214,1214,"Sumatera Utara","Kab. Nias Selatan",6.48,10,16.39,7299,"Rendah"
38,1215,1216,"Sumatera Utara","Kab. Pakpak Bharat",9.61,15,7.54,8764,"Tinggi"
39,1216,1215,"Sumatera Utara","Kab. Humbang Hasundutan",10.01,16,8.69,8476,"Tinggi"
40,1217,1217,"Sumatera Utara","Kab. Samosir",9.47,18,11.66,9158,"Tinggi"
41,1218,1218,"Sumatera Utara","Kab. Serdang Bedagai",8.85,19,7.44,11695,"Tinggi"
42,1219,1219,"Sumatera Utara","Kab. Batu Bara",8.5,19,11.38,10933,"Rendah"
43,1220,1220,"Sumatera Utara","Kab. Padang Lawas utara",9.55,15,8.79,10615,"Tinggi"
44,1221,1221,"Sumatera Utara","Kab. Padang Lawas",9.43,11,7.89,9395,"Tinggi"
45,1222,1222,"Sumatera Utara","Kab. Labuhanbatu Selatan",8.93,18,8.06,11950,"Tinggi"
46,1223,1223,"Sumatera Utara","Kab. Labuhanbatu Utara",8.87,17,9.08,12429,"Tinggi"
47,1224,1224,"Sumatera Utara","Kab. Nias Utara",6.85,13,21.79,6788,"Rendah"
48,1225,1225,"Sumatera Utara","Kab. Nias Barat",7.07,14,22.81,6382,"Rendah"
49,1271,1275,"Sumatera Utara","Kota Medan",11.62,17,8,15674,"Tinggi"
50,1272,1273,"Sumatera Utara","Kota Pematangsiantar",11.58,18,7.24,12984,"Tinggi"
51,1273,1271,"Sumatera Utara","Kota Sibolga",10.44,18,11.42,12285,"Tinggi"
52,1274,1272,"Sumatera Utara","Kota Tanjung balai",9.68,17,12.21,11753,"Tinggi"
53,1275,1276,"Sumatera Utara","Kota Binjai",11.19,15,4.79,11567,"Tinggi"
54,1276,1274,"Sumatera Utara","Kota Tebing Tinggi",10.86,18,9.49,13385,"Tinggi"
55,1277,1277,"Sumatera Utara","Kota Padang Sidempuan",11.12,14,6.85,11552,"Tinggi"
56,1278,1278,"Sumatera Utara","Kota Gunungsitoli",8.65,17,14.78,8635,"Rendah"
57,1301,1302,"Sumatera Barat","Kab. Pesisir Selatan",8.58,12,7.34,9953,"Rendah"
58,1302,1303,"Sumatera Barat","Kab. Solok",7.9,12,7.13,10717,"Rendah"
59,1303,1304,"Sumatera Barat","Kab. Sijunjung",8.57,14,5.88,11018,"Rendah"
60,1304,1305,"Sumatera Barat","Kab. Tanah Datar",9.02,16,4.16,10905,"Tinggi"
61,1305,1306,"Sumatera Barat","Kab. Padang Pariaman",8.41,13,6.34,11432,"Rendah"
62,1306,1307,"Sumatera Barat","Kab. Agam",9.22,13,6.6,10402,"Tinggi"
63,1307,1308,"Sumatera Barat","Kab. Lima puluh Kota",8.12,15,6.8,10285,"Rendah"
64,1308,1309,"Sumatera Barat","Kab. Pasaman",8.13,13,6.8,8908,"Rendah"
65,1309,1301,"Sumatera Barat","Kab. Kepulauan Mentawai",7.76,12,13.72,6891,"Rendah"
66,1310,1311,"Sumatera Barat","Kab. Dharmasraya",8.71,12,5.56,11901,"Tinggi"
67,1311,1310,"Sumatera Barat","Kab. Solok Selatan",8.69,11,6.45,10884,"Tinggi"
68,1312,1312,"Sumatera Barat","Kab. Pasaman Barat",8.81,14,6.92,9538,"Tinggi"
69,1371,1371,"Sumatera Barat","Kota Padang",11.62,15,4.17,15089,"Tinggi"
70,1372,1372,"Sumatera Barat","Kota Solok",11.36,15,3.05,12709,"Tinggi"
71,1373,1373,"Sumatera Barat","Kota Sawah lunto",10.44,14,2.27,10829,"Tinggi"
72,1374,1374,"Sumatera Barat","Kota Padang Panjang",11.94,15,5.24,11310,"Tinggi"
73,1375,1375,"Sumatera Barat","Kota Bukittinggi",11.64,16,4.11,13859,"Tinggi"
74,1376,1376,"Sumatera Barat","Kota Payakumbuh",10.88,17,5.44,13978,"Tinggi"
75,1377,1377,"Sumatera Barat","Kota Pariaman",10.79,15,4.2,13355,"Tinggi"
76,1401,1406,"Riau","Kab. Kampar",9.4,13,7.04,11662,"Tinggi"
77,1402,1402,"Riau","Kab. Indragiri Hulu",8.42,14,6.06,10957,"Rendah"
78,1403,1408,"Riau","Kab. Bengkalis",9.73,15,6.31,12153,"Tinggi"
79,1404,1403,"Riau","Kab. Indragiri Hilir",7.31,16,5.64,10659,"Rendah"
80,1405,1404,"Riau","Kab. Pelalawan",8.73,15,8.15,12399,"Tinggi"
81,1406,1407,"Riau","Kab. Rokan Hulu",8.81,14,9.72,10055,"Tinggi"
82,1407,1409,"Riau","Kab. Rokan Hilir",8.52,15,7.07,10097,"Rendah"
83,1408,1405,"Riau","Kab. Siak",9.88,15,5.23,12637,"Tinggi"
84,1409,1401,"Riau","Kab. Kuantan Singingi",8.9,12,8.07,10945,"Tinggi"
85,1410,1410,"Riau","Kab. Kepulauan Meranti",7.99,10,22.98,8613,"Rendah"
86,1471,1471,"Riau","Kota Pekanbaru",11.94,14,3.16,14983,"Tinggi"
87,1472,1473,"Riau","Kota Dumai",10.16,15,3.21,12457,"Tinggi"
88,1501,1501,"Jambi","Kab. Kerinci",8.59,8,7.54,10965,"Rendah"
89,1502,1502,"Jambi","Kab. Merangin",8.13,13,8.9,10969,"Rendah"
90,1503,1503,"Jambi","Kab. Sarolangun",8.14,12,8.54,12392,"Rendah"
91,1504,1504,"Jambi","Kab. Batang Hari",8.22,16,9.45,10528,"Rendah"
92,1505,1505,"Jambi","Kab. Muaro Jambi",8.69,14,4.43,9525,"Tinggi"
93,1506,1507,"Jambi","Kab. Tanjung Jabung Barat",8.31,14,9.79,10229,"Rendah"
94,1507,1506,"Jambi","Kab. Tanjung Jabung Timur",7.43,16,10.85,9898,"Rendah"
95,1508,1509,"Jambi","Kab. Bungo",8.39,13,5.29,12224,"Rendah"
96,1509,1508,"Jambi","Kab. Tebo",7.94,13,6.46,10894,"Rendah"
97,1571,1571,"Jambi","Kota Jambi",11.32,15,8.24,12783,"Tinggi"
98,1572,1572,"Jambi","Kota Sungai Penuh",10.36,10,3,11027,"Tinggi"
99,1601,1601,"Sumatera Selatan","Kab. Ogan Komering Ulu",8.85,14,11.46,10859,"Tinggi"
100,1602,1602,"Sumatera Selatan","Kab. Ogan Komering Ilir",7.08,15,13.15,11736,"Rendah"
101,1603,1603,"Sumatera Selatan","Kab. Muara Enim",8.14,16,10.93,11683,"Rendah"
102,1604,1604,"Sumatera Selatan","Kab. Lahat",8.56,11,15,10811,"Rendah"
103,1605,1605,"Sumatera Selatan","Kab. Musi Rawas",7.56,15,14.13,10429,"Rendah"
104,1606,1606,"Sumatera Selatan","Kab. Musi Banyuasin",7.68,16,14.9,10862,"Rendah"
105,1607,1607,"Sumatera Selatan","Kab. Banyu asin",7.46,15,9.58,10731,"Rendah"
106,1608,1609,"Sumatera Selatan","Kab. Ogan Komering Ulu Timur",8.07,14,9.99,12046,"Rendah"
107,1609,1608,"Sumatera Selatan","Kab. Ogan Komering Ulu Selatan",8.05,13,10.36,9176,"Rendah"
108,1610,1610,"Sumatera Selatan","Kab. Ogan Ilir",8.08,12,13.28,11456,"Rendah"
109,1611,1611,"Sumatera Selatan","Kab. Empat Lawang",7.66,14,11.8,10375,"Rendah"
110,1612,1612,"Sumatera Selatan","Kab. Penukal Abab Lematang Ilir",7.08,15,10.91,9139,"Rendah"
111,1613,1613,"Sumatera Selatan","Kab. Musi Rawas Utara",7.5,14,18.26,10631,"Rendah"
112,1671,1671,"Sumatera Selatan","Kota Palembang",10.92,16,10.22,15592,"Tinggi"
113,1672,1673,"Sumatera Selatan","Kota Pagar Alam",9.43,13,8.88,9683,"Tinggi"
114,1673,1674,"Sumatera Selatan","Kota Lubuklinggau",9.93,13,12.65,14211,"Tinggi"
115,1674,1672,"Sumatera Selatan","Kota Prabumulih",10.35,13,11.23,13494,"Tinggi"
116,1701,1701,"Bengkulu","Kab. Bengkulu Selatan",9.41,12,17.51,10657,"Tinggi"
117,1702,1702,"Bengkulu","Kab. Rejang Lebong",8.8,13,14.79,10848,"Tinggi"
118,1703,1703,"Bengkulu","Kab. Bengkulu Utara",8.11,13,11.29,11188,"Rendah"
119,1704,1704,"Bengkulu","Kab. Kaur",8.41,13,17.83,9365,"Rendah"
120,1705,1705,"Bengkulu","Kab. Seluma",8.13,14,18,8949,"Rendah"
121,1706,1706,"Bengkulu","Kab. Mukomuko",8.56,11,10.76,11075,"Rendah"
122,1707,1707,"Bengkulu","Kab. Lebong",8.26,15,11.15,12012,"Rendah"
123,1708,1708,"Bengkulu","Kab. Kepahiang",8.36,13,14.12,10044,"Rendah"
124,1709,1709,"Bengkulu","Kab. Bengkulu Tengah",7.51,12,9.4,10114,"Rendah"
125,1771,1771,"Bengkulu","Kota Bengkulu",11.83,14,14.71,14924,"Tinggi"
126,1801,1803,"Lampung","Kab. Lampung Selatan",7.77,17,12.79,10617,"Rendah"
127,1802,1805,"Lampung","Kab. Lampung Tengah",7.81,15,10.65,12195,"Rendah"
128,1803,1806,"Lampung","Kab. Lampung Utara",8.36,15,17.17,9374,"Rendah"
129,1804,1801,"Lampung","Kab. Lampung Barat",8.36,13,11.17,10593,"Rendah"
130,1805,1808,"Lampung","Kab. Tulangbawang",7.57,15,8.04,11552,"Rendah"
131,1806,1802,"Lampung","Kab. Tanggamus",7.36,15,10.52,10038,"Rendah"
132,1807,1804,"Lampung","Kab. Lampung Timur",8.14,14,13.8,10812,"Rendah"
133,1808,1807,"Lampung","Kab. Way Kanan",7.74,14,11.02,9887,"Rendah"
134,1809,1809,"Lampung","Kab. Pesawaran",7.99,15,12.89,8633,"Rendah"
135,1810,1810,"Lampung","Kab. Pringsewu",8.42,15,9.14,11016,"Rendah"
136,1811,1811,"Lampung","Kab. Mesuji",7.11,14,6.73,8947,"Rendah"
137,1812,1812,"Lampung","Kab. Tulang Bawang Barat",7.79,14,7.25,9162,"Rendah"
138,1813,1813,"Lampung","Kab. Pesisir Barat",8.7,14,13.49,9102,"Tinggi"
139,1871,1871,"Lampung","Kota Bandar Lampung",10.97,16,7.77,13092,"Tinggi"
140,1872,1872,"Lampung","Kota Metro",11,14,7.28,12618,"Tinggi"
141,1901,1901,"Kepulauan Bangka Belitung","Kab. Bangka",8.32,17,4.32,13146,"Rendah"
142,1902,1902,"Kepulauan Bangka Belitung","Kab. Belitung",8.98,17,6.46,14365,"Tinggi"
143,1903,1905,"Kepulauan Bangka Belitung","Kab. Bangka Selatan",6.91,17,3.11,12627,"Rendah"
144,1904,1904,"Kepulauan Bangka Belitung","Kab. Bangka Tengah",7.23,18,5.29,13643,"Rendah"
145,1905,1903,"Kepulauan Bangka Belitung","Kab. Bangka Barat",7.47,19,2.71,13105,"Rendah"
146,1906,1906,"Kepulauan Bangka Belitung","Kab. Belitung Timur",8.9,17,6.73,12536,"Tinggi"
147,1971,1971,"Kepulauan Bangka Belitung","Kota Pangkal Pinang",10.5,18,4.27,16734,"Tinggi"
148,2101,2102,"Kepulauan Riau","Kab. Bintan",8.92,12,5.9,14882,"Tinggi"
149,2102,2101,"Kepulauan Riau","Kab. Karimun",8.69,15,5.95,12756,"Tinggi"
150,2103,2103,"Kepulauan Riau","Kab. Natuna",9.08,9,5.25,15409,"Tinggi"
151,2104,2104,"Kepulauan Riau","Kab. Lingga",7.35,10,11.26,12485,"Rendah"
152,2105,2105,"Kepulauan Riau","Kab. Kepulauan Anambas",7.4,12,6.95,12495,"Rendah"
153,2171,2171,"Kepulauan Riau","Kota Batam",11.19,20,5.02,18990,"Tinggi"
154,2172,2172,"Kepulauan Riau","Kota Tanjung Pinang",10.65,15,7.95,16213,"Tinggi"
155,3101,3101,"D.K.I. Jakarta","Kab. Kepulauan Seribu",9.03,15,13.13,13523,"Tinggi"
156,3171,3173,"D.K.I. Jakarta","Kota Jakarta Pusat",11.54,17,4.68,18202,"Tinggi"
157,3172,3175,"D.K.I. Jakarta","Kota Jakarta Utara",10.84,17,6.78,19617,"Tinggi"
158,3173,3174,"D.K.I. Jakarta","Kota Jakarta Barat",11.23,16,4.09,21709,"Tinggi"
159,3174,3171,"D.K.I. Jakarta","Kota Jakarta Selatan",11.75,17,3.1,24975,"Tinggi"
160,3175,3172,"D.K.I. Jakarta","Kota Jakarta Timur",11.88,18,4.2,18712,"Tinggi"
161,3201,3201,"Jawa Barat","Kab. Bogor",8.37,21,7.27,11153,"Rendah"
162,3202,3202,"Jawa Barat","Kab. Sukabumi",7.33,22,7.01,9482,"Rendah"
163,3203,3203,"Jawa Barat","Kab. Cianjur",7.22,21,10.22,8626,"Rendah"
164,3204,3204,"Jawa Barat","Kab. Bandung",9.1,23,6.4,11018,"Tinggi"
165,3205,3205,"Jawa Barat","Kab. Garut",7.84,21,9.77,8685,"Rendah"
166,3206,3206,"Jawa Barat","Kab. Tasikmalaya",7.96,18,10.28,8562,"Rendah"
167,3207,3207,"Jawa Barat","Kab. Ciamis",8.09,17,7.42,9750,"Rendah"
168,3208,3208,"Jawa Barat","Kab. Kuningan",7.89,18,12.12,10011,"Rendah"
169,3209,3209,"Jawa Barat","Kab. Cirebon",7.64,19,11.2,11128,"Rendah"
170,3210,3210,"Jawa Barat","Kab. Majalengka",7.52,20,11.21,10340,"Rendah"
171,3211,3211,"Jawa Barat","Kab. Sumedang",8.73,19,9.36,11136,"Tinggi"
172,3212,3212,"Jawa Barat","Kab. Indramayu",6.94,18,12.13,10580,"Rendah"
173,3213,3213,"Jawa Barat","Kab. Subang",7.45,20,9.52,11537,"Rendah"
174,3214,3214,"Jawa Barat","Kab. Purwakarta",8.13,22,8.46,12619,"Rendah"
175,3215,3215,"Jawa Barat","Kab. Karawang",8.04,19,7.87,12392,"Rendah"
176,3216,3216,"Jawa Barat","Kab. Bekasi",9.57,20,4.93,12123,"Tinggi"
177,3217,3217,"Jawa Barat","Kab. Bandung Barat",8.23,20,10.52,9392,"Rendah"
178,3218,3218,"Jawa Barat","Kab. Pangandaran",8.04,17,8.98,9406,"Rendah"
179,3271,3271,"Jawa Barat","Kota Bogor",10.64,17,6.67,12656,"Tinggi"
180,3272,3272,"Jawa Barat","Kota Sukabumi",10.37,17,7.5,11799,"Tinggi"
181,3273,3273,"Jawa Barat","Kota Bandung",11.06,17,3.96,18236,"Tinggi"
182,3274,3274,"Jawa Barat","Kota Cirebon",10.37,17,9.16,12506,"Tinggi"
183,3275,3275,"Jawa Barat","Kota Bekasi",11.66,18,4.1,16479,"Tinggi"
184,3276,3276,"Jawa Barat","Kota Depok",11.58,22,2.38,16279,"Tinggi"
185,3277,3277,"Jawa Barat","Kota Cimahi",11.39,19,4.66,12883,"Tinggi"
186,3278,3278,"Jawa Barat","Kota Tasikmalaya",9.54,17,11.53,11063,"Tinggi"
187,3279,3279,"Jawa Barat","Kota Banjar",8.79,17,6.14,11356,"Tinggi"
188,3301,3301,"Jawa Tengah","Kab. Cilacap",7.39,18,10.99,11432,"Rendah"
189,3302,3302,"Jawa Tengah","Kab. Banyumas",7.87,18,12.53,12492,"Rendah"
190,3303,3303,"Jawa Tengah","Kab. Purbalingga",7.34,21,14.99,10964,"Rendah"
191,3304,3304,"Jawa Tengah","Kab. Banjarnegara",6.86,19,14.9,10226,"Rendah"
192,3305,3305,"Jawa Tengah","Kab. Kebumen",7.86,19,16.34,9734,"Rendah"
193,3306,3306,"Jawa Tengah","Kab. Purworejo",8.46,15,11.33,11110,"Rendah"
194,3307,3307,"Jawa Tengah","Kab. Wonosobo",6.89,18,15.58,11577,"Rendah"
195,3308,3308,"Jawa Tengah","Kab. Magelang",7.82,17,10.96,10493,"Rendah"
196,3309,3309,"Jawa Tengah","Kab. Boyolali",8.09,17,9.81,13716,"Rendah"
197,3310,3310,"Jawa Tengah","Kab. Klaten",9.27,18,12.28,12968,"Tinggi"
198,3311,3311,"Jawa Tengah","Kab. Sukoharjo",9.84,16,7.58,12319,"Tinggi"
199,3312,3312,"Jawa Tengah","Kab. Wonogiri",7.67,16,10.94,10283,"Rendah"
200,3313,3313,"Jawa Tengah","Kab. Karanganyar",9.02,17,9.79,12260,"Tinggi"
201,3314,3314,"Jawa Tengah","Kab. Sragen",7.87,17,12.87,13439,"Rendah"
202,3315,3315,"Jawa Tengah","Kab. Grobogan",7.28,19,11.72,11083,"Rendah"
203,3316,3316,"Jawa Tengah","Kab. Blora",7.08,16,11.49,10541,"Rendah"
204,3317,3317,"Jawa Tengah","Kab. Rembang",7.72,17,14.17,11399,"Rendah"
205,3318,3318,"Jawa Tengah","Kab. Pati",7.8,16,9.31,11385,"Rendah"
206,3319,3319,"Jawa Tengah","Kab. Kudus",9.34,17,7.24,12088,"Tinggi"
207,3320,3320,"Jawa Tengah","Kab. Jepara",8.26,18,6.61,11306,"Rendah"
208,3321,3321,"Jawa Tengah","Kab. Demak",8.27,17,12.01,11166,"Rendah"
209,3322,3322,"Jawa Tengah","Kab. Semarang",8.07,19,7.17,12943,"Rendah"
210,3323,3323,"Jawa Tengah","Kab. Temanggung",7.5,18,9.26,10108,"Rendah"
211,3324,3324,"Jawa Tengah","Kab. Kendal",7.73,17,9.39,12755,"Rendah"
212,3325,3325,"Jawa Tengah","Kab. Batang",7.07,16,8.92,10470,"Rendah"
213,3326,3326,"Jawa Tengah","Kab. Pekalongan",7.47,17,9.67,11297,"Rendah"
214,3327,3327,"Jawa Tengah","Kab. Pemalang",6.55,17,15.03,9587,"Rendah"
215,3328,3328,"Jawa Tengah","Kab. Tegal",7.34,18,7.3,10537,"Rendah"
216,3329,3329,"Jawa Tengah","Kab. Brebes",6.4,18,15.78,10993,"Rendah"
217,3371,3371,"Jawa Tengah","Kota Magelang",11.2,15,6.11,13175,"Tinggi"
218,3372,3372,"Jawa Tengah","Kota Surakarta",11,16,8.44,15870,"Tinggi"
219,3373,3373,"Jawa Tengah","Kota Salatiga",11.24,15,4.66,16650,"Tinggi"
220,3374,3374,"Jawa Tengah","Kota Semarang",10.81,17,4.23,16420,"Tinggi"
221,3375,3375,"Jawa Tengah","Kota Pekalongan",9.29,15,6.81,14056,"Tinggi"
222,3376,3376,"Jawa Tengah","Kota Tegal",9.24,17,7.68,14013,"Tinggi"
223,3401,3401,"D.I. Yogyakarta","Kab. Kulon Progo",9.18,13,15.64,10723,"Tinggi"
224,3402,3402,"D.I. Yogyakarta","Kab. Bantul",9.79,15,11.96,16524,"Tinggi"
225,3403,3403,"D.I. Yogyakarta","Kab. Gunung Kidul",7.32,14,15.6,10065,"Rendah"
226,3404,3404,"D.I. Yogyakarta","Kab. Sleman",11.01,14,7.52,16976,"Tinggi"
227,3471,3471,"D.I. Yogyakarta","Kota Yogyakarta",12.11,14,6.49,19920,"Tinggi"
228,3501,3501,"Jawa Timur","Kab. Pacitan",7.88,13,13.65,9681,"Rendah"
229,3502,3502,"Jawa Timur","Kab. Ponorogo",7.78,14,9.53,10658,"Rendah"
230,3503,3503,"Jawa Timur","Kab. Trenggalek",7.9,16,10.63,10465,"Rendah"
231,3504,3504,"Jawa Timur","Kab. Tulungagung",8.66,18,6.53,11565,"Tinggi"
